,SHIPMENT_NUMBER,LAT,LON,RECORD_TIMESTAMP,PROJECT_ID,CARRIER_DISPLAY_ID,VEHICLE_SIZE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,is_delayed,Distance_km,Step_Count,Ferry_Involved
727,SEZHUK-231020-254872,52.82582566298031,-1.34989578932384,2023-10-31 19:07:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001009,3.5T Van,LWB Van,EN1 1TX,DE74 2TR,51.650981,-0.054718,52.826322,-1.348973,2023-10-31T16:15:00.000Z,2023-10-31T17:15:00.000Z,2023-10-31T19:45:00.000Z,2023-10-31 20:00:00+00:00,False,183.3262,37,False
728,SEZHUK-231020-254882,52.8253666666667,-1.349745,2023-11-03 21:21:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-03T17:50:00.000Z,2023-11-03T18:50:00.000Z,2023-11-03T21:30:00.000Z,2023-11-03 22:30:00+00:00,False,221.2441,47,False
729,SEZHUK-231020-254887,51.4690430292913,-0.510144131653341,2023-10-30 20:55:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-10-30T19:05:00.000Z,2023-10-30T20:05:00.000Z,2023-10-30T20:05:00.000Z,2023-10-30 21:05:00+00:00,False,36.372099999999996,41,False
730,SEZHUK-231020-254890,53.46324130036329,-2.89621505024301,2023-10-23 16:57:00+01:00,bad2a1c4-4cf3-4157-864f-ce161784831f,CAUK000349,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,EN11 0EZ,53.462845,-2.896967,51.766224,0.009545,2023-10-23T13:00:00.000Z,2023-10-23T13:01:00.000Z,2023-10-24T08:55:00.000Z,2023-10-24 09:25:00+00:00,False,339.4436,70,False
731,SEZHUK-231020-254900,51.869292058982,0.21668191999197,2023-11-01 19:44:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001024,3.5T Van,LWB Van,CO4 9QJ,CM22 7FD,51.920887,0.927015,51.869555,0.216885,2023-11-01T15:30:00.000Z,2023-11-01T16:30:00.000Z,2023-11-01T19:00:00.000Z,2023-11-01 20:00:00+00:00,False,58.3329,32,False
732,SEZHUK-231020-254904,52.825838333333294,-1.349665,2023-10-31 19:21:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001009,3.5T Van,LWB Van,SE14 5RW,DE74 2TR,51.507218,-0.127586,52.826322,-1.348973,2023-10-31T15:30:00.000Z,2023-10-31T16:30:00.000Z,2023-10-31T19:45:00.000Z,2023-10-31 20:00:00+00:00,False,187.771,45,False
733,SEZHUK-231020-254906,51.508311559353295,-0.057410863852002,2023-11-03 08:59:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-03T05:45:00.000Z,2023-11-03T06:45:00.000Z,2023-11-03T07:15:00.000Z,2023-11-03 08:15:00+00:00,True,36.406699999999994,37,False
734,SEZHUK-231020-254910,51.50779810172791,-0.057404784699698,2023-10-31 08:44:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-10-31T05:45:00.000Z,2023-10-31T06:45:00.000Z,2023-10-31T07:15:00.000Z,2023-10-31 08:15:00+00:00,False,36.406699999999994,37,False
735,SEZHUK-231020-254912,51.4708049847896,-0.51374170368482,2023-11-02 21:05:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-02T19:05:00.000Z,2023-11-02T20:05:00.000Z,2023-11-02T20:05:00.000Z,2023-11-02 21:05:00+00:00,False,36.372099999999996,41,False
736,SEZHUK-231020-254913,51.5081312368217,-0.057309624980377,2023-11-01 08:12:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,SL3 0BB,E1W 2DA,51.470809,-0.514738,51.508022,-0.05711,2023-11-01T05:45:00.000Z,2023-11-01T06:45:00.000Z,2023-11-01T07:15:00.000Z,2023-11-01 08:15:00+00:00,False,36.406699999999994,37,False
737,SEZHUK-231020-254927,52.4797714,-1.9743129,2023-11-01 17:00:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-01T15:15:00.000Z,2023-11-01T16:15:00.000Z,2023-11-01T19:30:00.000Z,2023-11-01 20:30:00+00:00,False,196.0721,36,False
738,SEZHUK-231020-254928,51.4708035447003,-0.513591620406338,2023-11-01 20:52:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-01T19:05:00.000Z,2023-11-01T20:05:00.000Z,2023-11-01T20:05:00.000Z,2023-11-01 21:05:00+00:00,False,36.372099999999996,41,False
739,SEZHUK-231020-254931,52.8249997153864,-1.34789745532516,2023-11-03 21:19:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,CA3 0EH,DE74 2TR,54.922111,-2.957338,52.829374,-1.332134,2023-11-03T16:45:00.000Z,2023-11-03T17:45:00.000Z,2023-11-03T21:10:00.000Z,2023-11-03 22:10:00+00:00,False,322.0686,49,False
740,SEZHUK-231020-254932,51.4707572608545,-0.513632526882774,2023-11-03 21:04:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-11-03T19:05:00.000Z,2023-11-03T20:05:00.000Z,2023-11-03T20:05:00.000Z,2023-11-03 21:05:00+00:00,False,36.372099999999996,41,False
741,SEZHUK-231020-254938,51.4697939422604,-0.513074307201949,2023-10-31 20:56:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001022,3.5T Van,LWB Van,E1W 2DA,SL3 0BB,51.508022,-0.05711,51.470809,-0.514738,2023-10-31T19:05:00.000Z,2023-10-31T20:05:00.000Z,2023-10-31T20:05:00.000Z,2023-10-31 21:05:00+00:00,False,36.372099999999996,41,False
742,SEZHUK-231020-254942,53.3472831348187,-2.87614567174022,2023-10-31 08:10:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,L24 8RF,52.829374,-1.332134,53.349124,-2.876108,2023-10-31T04:45:00.000Z,2023-10-31T05:45:00.000Z,2023-10-31T09:00:00.000Z,2023-10-31 10:00:00+00:00,False,153.7837,63,False
743,SEZHUK-231020-254943,51.67881744,-0.00660746,2023-10-24 10:37:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000770,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,EN9 3BZ,53.293393,-1.074008,51.679126,-0.001579,2023-10-24T05:00:00.000Z,2023-10-24T05:59:00.000Z,2023-10-24T11:55:00.000Z,2023-10-24 12:25:00+00:00,False,238.96020000000001,31,False
744,SEZHUK-231020-254948,51.4199038436294,-0.981139380587901,2023-10-24 07:46:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,RG2 0PN,53.293393,-1.074008,51.419654,-0.973301,2023-10-23T12:30:00.000Z,2023-10-23T13:00:00.000Z,2023-10-24T05:55:00.000Z,2023-10-24 06:25:00+00:00,False,279.6966,59,False
745,SEZHUK-231020-254949,51.59457395,-2.96121727,2023-10-24 16:18:00+01:00,e9c98f2d-327b-46b9-b3de-0c2e069e262d,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,DN11 9HE,CF3 2GJ,53.437296,-1.068189,51.50328,-3.109119,2023-10-23T14:00:00.000Z,2023-10-23T14:59:00.000Z,2023-10-24T09:55:00.000Z,2023-10-24 10:25:00+00:00,True,318.9315,60,False
746,SEZHUK-231020-254950,51.9205168138082,0.928216922259992,2023-11-01 10:28:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,CO4 9QJ,52.829374,-1.332134,51.920887,0.927015,2023-11-01T04:50:00.000Z,2023-11-01T05:50:00.000Z,2023-11-01T08:50:00.000Z,2023-11-01 09:50:00+00:00,True,251.22060000000002,48,False
747,SEZHUK-231020-254960,51.4330116666667,-0.98343,2023-11-01 07:56:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-01T04:00:00.000Z,2023-11-01T05:00:00.000Z,2023-11-01T07:45:00.000Z,2023-11-01 08:45:00+00:00,False,191.752,73,False
748,SEZHUK-231020-254966,52.8312062408378,-1.41859998706852,2023-11-02 16:24:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,BS32 0BF,DE74 2TR,51.54695,-2.551256,52.829374,-1.332134,2023-11-02T15:15:00.000Z,2023-11-02T16:15:00.000Z,2023-11-02T19:30:00.000Z,2023-11-02 20:30:00+00:00,False,196.0721,36,False
749,SEZHUK-231020-254971,51.4330835892926,-0.983824540986411,2023-11-02 07:23:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-02T04:00:00.000Z,2023-11-02T05:00:00.000Z,2023-11-02T07:45:00.000Z,2023-11-02 08:45:00+00:00,False,191.752,73,False
750,SEZHUK-231020-254973,52.8250901077232,-1.34781990248466,2023-11-01 20:46:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,CO4 9QJ,DE74 2TR,51.920887,0.927015,52.829374,-1.332134,2023-11-01T17:30:00.000Z,2023-11-01T18:30:00.000Z,2023-11-01T21:10:00.000Z,2023-11-01 22:10:00+00:00,False,250.47220000000002,52,False
751,SEZHUK-231020-254975,51.650561302264705,-0.055615982566913,2023-10-31 08:56:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-31T04:50:00.000Z,2023-10-31T05:50:00.000Z,2023-10-31T08:20:00.000Z,2023-10-31 09:20:00+00:00,False,182.76520000000002,34,False
752,SEZHUK-231020-254976,51.6514716666667,-0.057371666666667,2023-11-03 08:07:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-11-03T04:45:00.000Z,2023-11-03T05:45:00.000Z,2023-11-03T08:15:00.000Z,2023-11-03 09:15:00+00:00,False,182.76520000000002,34,False
753,SEZHUK-231020-254980,52.824876666666704,-1.35433333333333,2023-11-02 21:28:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,NE11 0JY,DE74 2TR,54.922706,-1.607332,52.829374,-1.332134,2023-11-02T17:25:00.000Z,2023-11-02T18:25:00.000Z,2023-11-02T21:10:00.000Z,2023-11-02 22:10:00+00:00,False,265.7524,32,False
754,SEZHUK-231020-254982,51.4329281417962,-0.983346444370168,2023-11-03 07:28:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,RG2 0RP,52.829374,-1.332134,51.432237,-0.984601,2023-11-03T04:00:00.000Z,2023-11-03T05:00:00.000Z,2023-11-03T07:45:00.000Z,2023-11-03 08:45:00+00:00,False,191.752,73,False
755,SEZHUK-231020-254985,51.651985,-0.059126666666667,2023-10-31 08:56:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,DE74 2TR,EN1 1TX,52.829374,-1.332134,51.650981,-0.054718,2023-10-31T04:45:00.000Z,2023-10-31T05:45:00.000Z,2023-10-31T08:15:00.000Z,2023-10-31 09:15:00+00:00,False,182.76520000000002,34,False
756,SEZHUK-231020-255000,52.8260437,-1.3291983,2023-11-04 12:06:00+00:00,66a23663-0195-46f2-a5e4-da256bcba47b,CAUK001009,3.5T Van,LWB Van,NP10 9DQ,DE74 2TR,51.582459,-3.043825,52.829374,-1.332134,2023-11-04T08:30:00.000Z,2023-11-04T09:30:00.000Z,2023-11-04T12:30:00.000Z,2023-11-04 13:30:00+00:00,False,221.2441,47,False
757,SEZHUK-231020-255003,52.4294365483832,-1.42782473912041,2023-10-23 15:12:00+01:00,8de1d5d0-093b-4032-91cc-a546fd254870,CAUK000386,Tractor Unit,Curtain-Side 13.6M Trailer,CM12 9SJ,CV2 2TA,51.598173,0.393324,52.430911,-1.429058,2023-10-23T09:00:00.000Z,2023-10-23T10:00:00.000Z,2023-10-23T11:00:00.000Z,2023-10-23 12:00:00+00:00,True,184.40220000000002,36,False
758,SEZHUK-231020-255007,52.82537718423,-1.34983193681566,2023-10-30 19:23:00+00:00,9ee7906d-9c8f-4405-97f8-c7532926fd0f,CAUK001009,3.5T Van,LWB Van,SE14 5RW,DE74 2TR,51.507218,-0.127586,52.826322,-1.348973,2023-10-30T15:30:00.000Z,2023-10-30T16:30:00.000Z,2023-10-30T20:00:00.000Z,2023-10-30 21:00:00+00:00,False,187.771,45,False
759,SEZHUK-231020-255010,52.4289687,-1.4271266,2023-10-23 18:06:00+01:00,8de1d5d0-093b-4032-91cc-a546fd254870,CAUK000386,Tractor Unit,Curtain-Side 13.6M Trailer,IP27 0NZ,CV2 2TA,52.437964,0.610258,52.430911,-1.429058,2023-10-23T09:00:00.000Z,2023-10-23T10:00:00.000Z,2023-10-23T11:00:00.000Z,2023-10-23 12:00:00+00:00,True,168.4136,22,False
760,SEZHUK-231020-255014,52.60260583936169,-1.19162697261682,2023-10-20 18:05:00+01:00,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000280,Tractor Unit,Curtain-Side 13.6M Trailer,WN4 8DE,LE19 1WY,53.501398,-2.64202,52.601991,-1.190434,2023-10-20T15:00:00.000Z,2023-10-20T15:30:00.000Z,2023-10-20T22:30:00.000Z,2023-10-20 23:00:00+00:00,False,173.8741,29,False
761,SEZHUK-231020-255016,51.269021071281905,-1.10285662026124,2023-10-27 08:00:00+01:00,518e364c-41d3-4cd1-8cd6-0401d20abb27,CAUK000435,Tractor Unit,Temperature-Controlled,PE15 0UW,RG21 6AB,52.51939,-0.000971,51.269448,-1.103727,2023-10-27T01:30:00.000Z,2023-10-27T02:30:00.000Z,2023-10-27T06:30:00.000Z,2023-10-27 07:30:00+00:00,False,212.4437,72,False
762,SEZHUK-231020-255020,53.293238,-1.0753903,2023-10-23 16:41:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,IP33 2JG,53.293393,-1.074008,52.236599,0.717008,2023-10-23T14:00:00.000Z,2023-10-23T14:59:00.000Z,2023-10-24T07:55:00.000Z,2023-10-24 08:25:00+00:00,False,212.7214,27,False
763,SEZHUK-231020-255024,52.08052015,-1.32875783,2023-10-24 11:07:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293393,-1.074008,52.081463,-1.329055,2023-10-23T16:00:00.000Z,2023-10-23T16:59:00.000Z,2023-10-24T08:25:00.000Z,2023-10-24 08:55:00+00:00,True,170.9698,54,False
764,SEZHUK-231020-255029,52.4814247107133,-0.670697344467044,2023-10-23 16:14:00+01:00,5456fcfa-5b0c-428e-b322-240d508b6660,CAUK000565,Tractor Unit,Curtain-Side 13.6M Trailer,PE29 2XR,CF31 3PH,52.315672,-0.157664,51.490776,-3.550666,2023-10-23T13:00:00.000Z,2023-10-23T14:00:00.000Z,2023-10-24T06:55:00.000Z,2023-10-24 07:25:00+00:00,False,324.3992,51,False
765,SEZHUK-231020-255069,51.59571822267031,-1.73614955507219,2023-10-24 09:42:00+01:00,bad2a1c4-4cf3-4157-864f-ce161784831f,CAUK000896,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,SN3 4AL,53.462845,-2.896967,51.595609,-1.740718,2023-10-23T13:00:00.000Z,2023-10-23T13:01:00.000Z,2023-10-24T09:55:00.000Z,2023-10-24 10:25:00+00:00,False,275.8974,33,False
766,SEZHUK-231020-255072,51.3277300176888,0.663964015660214,2023-10-24 15:29:00+01:00,bad2a1c4-4cf3-4157-864f-ce161784831f,CAUK000155,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,ME11 5AR,53.462845,-2.896967,51.411125,0.752907,2023-10-23T16:00:00.000Z,2023-10-23T16:01:00.000Z,2023-10-24T11:55:00.000Z,2023-10-24 12:25:00+00:00,True,425.6344,46,False
767,SEZHUK-231020-255078,51.6029014587402,-2.52332997322083,2023-12-20 07:07:00+00:00,98d76108-ba01-441a-8425-641afdb920fb,CAUK000116,Tractor Unit,Curtain-Side 13.6M Trailer,DE56 2JR,BS35 3UT,53.064651,-1.457448,51.6022,-2.521251,2023-12-19T14:00:00.000Z,2023-12-19T14:30:00.000Z,2023-12-20T05:30:00.000Z,2023-12-20 06:00:00+00:00,True,215.4156,42,False
768,SEZHUK-231020-255079,53.088516553458895,-2.41476080877645,2023-12-20 07:38:00+00:00,98d76108-ba01-441a-8425-641afdb920fb,CAUK000940,Tractor Unit,Curtain-Side 13.6M Trailer,DE56 2JR,CW1 6FB,53.064651,-1.457448,53.087056,-2.416485,2023-12-19T22:00:00.000Z,2023-12-19T22:30:00.000Z,2023-12-20T05:30:00.000Z,2023-12-20 06:00:00+00:00,True,94.9342,60,False
769,SEZHUK-231020-255080,51.658895889304496,-0.022566823233308,2023-12-20 05:23:00+00:00,98d76108-ba01-441a-8425-641afdb920fb,CAUK000940,Tractor Unit,Curtain-Side 13.6M Trailer,DE56 2JR,EN3 7QP,53.064651,-1.457448,51.6596,-0.023079,2023-12-19T23:00:00.000Z,2023-12-19T23:30:00.000Z,2023-12-20T03:00:00.000Z,2023-12-20 03:30:00+00:00,True,220.2989,46,False
770,SEZHUK-231020-255082,52.8374203350282,-1.29612973889211,2023-12-15 15:29:00+00:00,98d76108-ba01-441a-8425-641afdb920fb,CAUK000940,Tractor Unit,Curtain-Side 13.6M Trailer,DE56 2JR,HP2 7PZ,53.064651,-1.457448,51.768864,-0.433083,2023-12-19T19:00:00.000Z,2023-12-19T19:30:00.000Z,2023-12-20T03:00:00.000Z,2023-12-20 03:30:00+00:00,False,186.0466,38,False
771,SEZHUK-231020-255091,52.453399658203104,-1.25487995147705,2023-10-24 09:13:00+01:00,3244246f-e37c-4ba4-b9b3-61416a4449ae,CAUK000029,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,LE17 4XH,53.293393,-1.074008,52.454783,-1.253028,2023-10-24T05:00:00.000Z,2023-10-24T05:59:00.000Z,2023-10-24T08:55:00.000Z,2023-10-24 09:25:00+00:00,False,123.541,36,False
772,SEZHUK-231020-255162,52.9822181834562,-2.18178194579497,2023-10-23 14:56:00+01:00,e19e9bf3-fad9-4795-8489-1f89296f40dd,CAUK000222,Tractor Unit,Curtain-Side 13.6M Trailer,M28 2LX,LE19 1WY,53.514337,-2.355945,52.601991,-1.190434,2023-10-23T10:00:00.000Z,2023-10-23T10:30:00.000Z,2023-10-23T16:30:00.000Z,2023-10-23 17:00:00+00:00,False,178.1577,37,False
773,SEZHUK-231020-255172,51.8532740333333,-1.223566,2023-10-22 02:15:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000814,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.763771,-1.739326,51.398851,-1.231993,2023-10-21T20:00:00.000Z,2023-10-21T21:40:01.000Z,2023-10-22T07:00:00.000Z,2023-10-22 09:45:01+00:00,False,331.2182,60,False
774,SEZHUK-231021-255191,55.64818622141831,-3.89185943871031,2023-10-23 15:12:00+01:00,bad2a1c4-4cf3-4157-864f-ce161784831f,CAUK000854,Tractor Unit,Curtain-Side 13.6M Trailer,L11 0JA,EH54 8QX,53.462845,-2.896967,55.896335,-3.53565,2023-10-23T09:00:00.000Z,2023-10-23T09:30:00.000Z,2023-10-23T14:45:00.000Z,2023-10-23 15:00:00+00:00,False,343.5465,62,False
775,SEZHUK-231021-255202,55.9303512960912,-4.05804220514825,2023-10-22 13:24:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000295,Tractor Unit,Box 44ft,G68 9LB,G67 2XN,55.932081,-4.058684,55.936846,-3.986042,2023-10-22T09:00:00.000Z,2023-10-22T10:40:01.000Z,2023-10-22T10:51:00.000Z,2023-10-22 12:21:01+00:00,False,6.8823,23,False
776,SEZHUK-231021-255217,51.7459483589867,-1.97709170444347,2023-10-22 20:59:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000514,Tractor Unit,Box 44ft,SN3 4TT,ST4 4DG,51.602351,-1.733719,52.989325,-2.190387,2023-10-22T15:00:00.000Z,2023-10-22T16:40:01.000Z,2023-10-22T19:13:00.000Z,2023-10-22 19:13:01+00:00,True,191.9387,35,False
777,SEZHUK-231021-255266,51.7704971913582,-0.440709162841907,2023-10-22 07:29:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-22T01:20:00.000Z,2023-10-22T03:00:01.000Z,2023-10-22T07:51:00.000Z,2023-10-22 09:51:01+00:00,False,285.89090000000004,28,False
778,SEZHUK-231021-255272,51.6588869217286,-0.022624371350033,2023-10-22 09:42:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-22T01:01:00.000Z,2023-10-22T02:41:01.000Z,2023-10-22T07:29:00.000Z,2023-10-22 09:29:01+00:00,False,320.1765,36,False
779,SEZHUK-231022-255362,51.7703968752176,-0.440650312229991,2023-10-24 08:03:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-24T01:40:00.000Z,2023-10-24T03:20:01.000Z,2023-10-24T08:11:00.000Z,2023-10-24 11:06:01+00:00,False,285.89090000000004,28,False
780,SEZHUK-231022-255366,51.77064645,-0.44100905,2023-10-26 11:38:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000863,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-25T15:20:00.000Z,2023-10-25T17:00:01.000Z,2023-10-26T06:00:00.000Z,2023-10-26 08:56:01+00:00,True,285.89090000000004,28,False
781,SEZHUK-231022-255368,51.770330187394094,-0.440530057699511,2023-10-27 08:44:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000660,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-26T15:20:00.000Z,2023-10-26T17:00:01.000Z,2023-10-27T06:00:00.000Z,2023-10-27 08:56:01+00:00,False,285.89090000000004,28,False
782,SEZHUK-231022-255369,53.227886666666706,-0.601626666666667,2023-10-23 11:15:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-23T01:40:00.000Z,2023-10-23T03:20:01.000Z,2023-10-23T07:23:00.000Z,2023-10-23 11:03:01+00:00,False,320.1765,36,False
783,SEZHUK-231022-255372,51.7702234,-0.4408302,2023-10-26 09:40:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-26T01:40:00.000Z,2023-10-26T03:20:01.000Z,2023-10-26T08:11:00.000Z,2023-10-26 11:06:01+00:00,False,285.89090000000004,28,False
784,SEZHUK-231022-255375,51.7706777108833,-0.440757935866714,2023-10-25 09:10:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000766,Tractor Unit,Box 44ft,BD5 8LZ,HP2 7PZ,53.763771,-1.739326,51.771839,-0.439712,2023-10-25T01:40:00.000Z,2023-10-25T03:20:01.000Z,2023-10-25T08:11:00.000Z,2023-10-25 11:06:01+00:00,False,285.89090000000004,28,False
785,SEZHUK-231022-255382,51.6603304639849,-0.029389527794458,2023-10-24 07:34:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-24T01:40:00.000Z,2023-10-24T03:20:01.000Z,2023-10-24T07:23:00.000Z,2023-10-24 11:03:01+00:00,False,320.1765,36,False
786,SEZHUK-231022-255383,51.661492747896304,-0.027415902573922,2023-10-25 07:49:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-25T01:40:00.000Z,2023-10-25T03:20:01.000Z,2023-10-25T07:23:00.000Z,2023-10-25 11:03:01+00:00,False,320.1765,36,False
787,SEZHUK-231022-255384,51.6806004548863,-0.036959116282065,2023-10-26 08:08:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-26T01:40:00.000Z,2023-10-26T03:20:01.000Z,2023-10-26T07:23:00.000Z,2023-10-26 11:03:01+00:00,False,320.1765,36,False
788,SEZHUK-231022-255385,51.6592882133876,-0.022009766631419,2023-10-27 10:40:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000435,Tractor Unit,Box 44ft,BD5 8LZ,EN3 7QP,53.763771,-1.739326,51.659325,-0.021793,2023-10-27T01:40:00.000Z,2023-10-27T03:20:01.000Z,2023-10-27T07:23:00.000Z,2023-10-27 11:03:01+00:00,False,320.1765,36,False
789,SEZHUK-231022-255387,51.602093717987294,-2.52186367453292,2023-10-26 13:05:00+01:00,eb7a9df0-4875-43d8-9060-c79c35eae2fb,CAUK000618,Tractor Unit,Box 44ft,BD5 8LZ,BS35 3UT,53.763771,-1.739326,51.602415,-2.522567,2023-10-26T02:20:00.000Z,2023-10-26T04:00:01.000Z,2023-10-26T09:15:00.000Z,2023-10-26 13:22:01+00:00,False,316.5253,24,False
